Rule: {704} -> frozenset({825}), Confidence: 0.61
Rule: {704} -> frozenset({39}), Confidence: 0.62
Rule: {515} -> frozenset({283}), Confidence: 0.72
Rule: {458} -> frozenset({208}), Confidence: 0.71
Rule: {515} -> frozenset({217}), Confidence: 0.72
Rule: {458} -> frozenset({290}), Confidence: 0.70
Rule: {458} -> frozenset({888}), Confidence: 0.71
Rule: {819} -> frozenset({70}), Confidence: 0.63
Rule: {678} -> frozenset({471}), Confidence: 0.61
Rule: {819} -> frozenset({684}), Confidence: 0.64
Rule: {515} -> frozenset({346}), Confidence: 0.73
Rule: {819} -> frozenset({765}), Confidence: 0.63
Rule: {515} -> frozenset({33}), Confidence: 0.71
Rule: {57, 21, 918} -> frozenset({362}), Confidence: 0.96
Rule: {362, 21, 918} -> frozenset({57}), Confidence: 0.95
Rule: {963, 541} -> frozenset({494, 631}), Confidence: 0.87
Rule: {963, 494} -> frozenset({541, 631}), Confidence: 0.84
Rule: {963, 631} -> frozenset({541, 494}), Confidence: 0.87
Rule: {541, 494} -> frozenset({963, 631}), Confidence: 0.74
Rule: {541, 631} -> frozenset({963, 494}), Confidence: 0.82
Rule: {494, 631} -> frozenset({963, 541}), Confidence: 0.78
Rule: {963, 541, 494} -> frozenset({631}), Confidence: 0.93
Rule: {963, 541, 631} -> frozenset({494}), Confidence: 0.95
Rule: {963, 494, 631} -> frozenset({541}), Confidence: 0.94
Rule: {541, 494, 631} -> frozenset({963}), Confidence: 0.93
Rule: {120, 620} -> frozenset({793, 90, 510}), Confidence: 0.80
Rule: {793, 620} -> frozenset({120, 90, 510}), Confidence: 0.79
Rule: {90, 620} -> frozenset({120, 793, 510}), Confidence: 0.74
Rule: {620, 510} -> frozenset({120, 793, 90}), Confidence: 0.80
Rule: {120, 793} -> frozenset({90, 620, 510}), Confidence: 0.75
Rule: {120, 90} -> frozenset({793, 620, 510}), Confidence: 0.78
Rule: {120, 510} -> frozenset({793, 90, 620}), Confidence: 0.75
Rule: {793, 90} -> frozenset({120, 620, 510}), Confidence: 0.79
Rule: {793, 510} -> frozenset({120, 90, 620}), Confidence: 0.76
Rule: {90, 510} -> frozenset({120, 793, 620}), Confidence: 0.80
Rule: {120, 793, 620} -> frozenset({90, 510}), Confidence: 0.90
Rule: {120, 90, 620} -> frozenset({793, 510}), Confidence: 0.89
Rule: {120, 620, 510} -> frozenset({793, 90}), Confidence: 0.92
Rule: {793, 90, 620} -> frozenset({120, 510}), Confidence: 0.88
Rule: {793, 620, 510} -> frozenset({120, 90}), Confidence: 0.90
Rule: {90, 620, 510} -> frozenset({120, 793}), Confidence: 0.90
Rule: {120, 793, 90} -> frozenset({620, 510}), Confidence: 0.90
Rule: {120, 793, 510} -> frozenset({90, 620}), Confidence: 0.92
Rule: {120, 90, 510} -> frozenset({793, 620}), Confidence: 0.91
Rule: {793, 90, 510} -> frozenset({120, 620}), Confidence: 0.90
Rule: {120, 793, 90, 620} -> frozenset({510}), Confidence: 0.94
Rule: {120, 793, 620, 510} -> frozenset({90}), Confidence: 0.96
Rule: {120, 90, 620, 510} -> frozenset({793}), Confidence: 0.96
Rule: {793, 90, 620, 510} -> frozenset({120}), Confidence: 0.95
Rule: {120, 793, 90, 510} -> frozenset({620}), Confidence: 0.96
Rule: {620, 309} -> frozenset({120, 793, 90}), Confidence: 0.84
Rule: {120, 620} -> frozenset({793, 90, 309}), Confidence: 0.83
Rule: {793, 620} -> frozenset({120, 90, 309}), Confidence: 0.82
Rule: {90, 620} -> frozenset({120, 793, 309}), Confidence: 0.77
Rule: {120, 309} -> frozenset({793, 90, 620}), Confidence: 0.84
Rule: {793, 309} -> frozenset({120, 90, 620}), Confidence: 0.83
Rule: {90, 309} -> frozenset({120, 793, 620}), Confidence: 0.79
Rule: {120, 793} -> frozenset({90, 620, 309}), Confidence: 0.77
Rule: {120, 90} -> frozenset({793, 620, 309}), Confidence: 0.81
Rule: {793, 90} -> frozenset({120, 620, 309}), Confidence: 0.82
Rule: {120, 620, 309} -> frozenset({793, 90}), Confidence: 0.92
Rule: {793, 620, 309} -> frozenset({120, 90}), Confidence: 0.91
Rule: {90, 620, 309} -> frozenset({120, 793}), Confidence: 0.90
Rule: {120, 793, 620} -> frozenset({90, 309}), Confidence: 0.93
Rule: {120, 90, 620} -> frozenset({793, 309}), Confidence: 0.92
Rule: {793, 90, 620} -> frozenset({120, 309}), Confidence: 0.91
Rule: {120, 793, 309} -> frozenset({90, 620}), Confidence: 0.92
Rule: {120, 90, 309} -> frozenset({793, 620}), Confidence: 0.91
Rule: {793, 90, 309} -> frozenset({120, 620}), Confidence: 0.90
Rule: {120, 793, 90} -> frozenset({620, 309}), Confidence: 0.93
Rule: {120, 793, 620, 309} -> frozenset({90}), Confidence: 0.96
Rule: {120, 90, 620, 309} -> frozenset({793}), Confidence: 0.95
Rule: {793, 90, 620, 309} -> frozenset({120}), Confidence: 0.95
Rule: {120, 793, 90, 620} -> frozenset({309}), Confidence: 0.97
Rule: {120, 793, 90, 309} -> frozenset({620}), Confidence: 0.96
Rule: {515} -> frozenset({33, 346, 283, 217}), Confidence: 0.63
Rule: {33, 515} -> frozenset({217, 346, 283}), Confidence: 0.89
Rule: {33, 217} -> frozenset({283, 346, 515}), Confidence: 0.86
Rule: {33, 346} -> frozenset({283, 217, 515}), Confidence: 0.87
Rule: {33, 283} -> frozenset({217, 346, 515}), Confidence: 0.87
Rule: {217, 515} -> frozenset({33, 346, 283}), Confidence: 0.87
Rule: {346, 515} -> frozenset({33, 283, 217}), Confidence: 0.86
Rule: {283, 515} -> frozenset({33, 346, 217}), Confidence: 0.88
Rule: {217, 283} -> frozenset({33, 346, 515}), Confidence: 0.79
Rule: {346, 283} -> frozenset({33, 515, 217}), Confidence: 0.80
Rule: {33, 515, 217} -> frozenset({346, 283}), Confidence: 0.93
Rule: {33, 346, 515} -> frozenset({217, 283}), Confidence: 0.92
Rule: {283, 33, 515} -> frozenset({217, 346}), Confidence: 0.93
Rule: {33, 346, 217} -> frozenset({283, 515}), Confidence: 0.91
Rule: {33, 283, 217} -> frozenset({346, 515}), Confidence: 0.92
Rule: {33, 346, 283} -> frozenset({217, 515}), Confidence: 0.91
Rule: {217, 346, 515} -> frozenset({33, 283}), Confidence: 0.90
Rule: {283, 217, 515} -> frozenset({33, 346}), Confidence: 0.92
Rule: {283, 346, 515} -> frozenset({33, 217}), Confidence: 0.91
Rule: {217, 346, 283} -> frozenset({33, 515}), Confidence: 0.89
Rule: {33, 346, 515, 217} -> frozenset({283}), Confidence: 0.96
Rule: {283, 33, 515, 217} -> frozenset({346}), Confidence: 0.97
Rule: {283, 33, 346, 515} -> frozenset({217}), Confidence: 0.96
Rule: {33, 346, 283, 217} -> frozenset({515}), Confidence: 0.96
Rule: {283, 217, 346, 515} -> frozenset({33}), Confidence: 0.95
Rule: {546, 947} -> frozenset({217, 923, 661}), Confidence: 0.92
Rule: {546, 661} -> frozenset({217, 947, 923}), Confidence: 0.92
Rule: {217, 546} -> frozenset({947, 923, 661}), Confidence: 0.93
Rule: {546, 923} -> frozenset({217, 947, 661}), Confidence: 0.93
Rule: {947, 661} -> frozenset({217, 546, 923}), Confidence: 0.88
Rule: {217, 947} -> frozenset({546, 923, 661}), Confidence: 0.78
Rule: {947, 923} -> frozenset({217, 546, 661}), Confidence: 0.65
Rule: {217, 661} -> frozenset({546, 947, 923}), Confidence: 0.81
Rule: {923, 661} -> frozenset({217, 546, 947}), Confidence: 0.90
Rule: {217, 923} -> frozenset({546, 947, 661}), Confidence: 0.89
Rule: {546, 947, 661} -> frozenset({217, 923}), Confidence: 0.94
Rule: {217, 546, 947} -> frozenset({923, 661}), Confidence: 0.97
Rule: {546, 947, 923} -> frozenset({217, 661}), Confidence: 0.96
Rule: {217, 546, 661} -> frozenset({947, 923}), Confidence: 0.96
Rule: {546, 923, 661} -> frozenset({217, 947}), Confidence: 0.94
Rule: {217, 546, 923} -> frozenset({947, 661}), Confidence: 0.97
Rule: {217, 947, 661} -> frozenset({546, 923}), Confidence: 0.96
Rule: {947, 923, 661} -> frozenset({217, 546}), Confidence: 0.95
Rule: {217, 947, 923} -> frozenset({546, 661}), Confidence: 0.96
Rule: {217, 923, 661} -> frozenset({546, 947}), Confidence: 0.96
Rule: {217, 546, 947, 661} -> frozenset({923}), Confidence: 0.98
Rule: {546, 947, 923, 661} -> frozenset({217}), Confidence: 0.97
Rule: {217, 546, 947, 923} -> frozenset({661}), Confidence: 0.99
Rule: {217, 546, 923, 661} -> frozenset({947}), Confidence: 0.98
Rule: {217, 947, 923, 661} -> frozenset({546}), Confidence: 0.98
Rule: {579, 803} -> frozenset({411, 572, 350}), Confidence: 0.81
Rule: {803, 411} -> frozenset({579, 572, 350}), Confidence: 0.61
Rule: {803, 572} -> frozenset({579, 411, 350}), Confidence: 0.83
Rule: {803, 350} -> frozenset({579, 411, 572}), Confidence: 0.79
Rule: {579, 411} -> frozenset({803, 572, 350}), Confidence: 0.82
Rule: {579, 572} -> frozenset({803, 411, 350}), Confidence: 0.84
Rule: {579, 350} -> frozenset({803, 411, 572}), Confidence: 0.80
Rule: {411, 572} -> frozenset({579, 803, 350}), Confidence: 0.83
Rule: {411, 350} -> frozenset({579, 803, 572}), Confidence: 0.81
Rule: {572, 350} -> frozenset({579, 803, 411}), Confidence: 0.82
Rule: {579, 803, 411} -> frozenset({572, 350}), Confidence: 0.88
Rule: {579, 803, 572} -> frozenset({411, 350}), Confidence: 0.90
Rule: {579, 803, 350} -> frozenset({411, 572}), Confidence: 0.89
Rule: {803, 411, 572} -> frozenset({579, 350}), Confidence: 0.89
Rule: {803, 411, 350} -> frozenset({579, 572}), Confidence: 0.88
Rule: {803, 572, 350} -> frozenset({579, 411}), Confidence: 0.90
Rule: {579, 411, 572} -> frozenset({803, 350}), Confidence: 0.90
Rule: {579, 411, 350} -> frozenset({803, 572}), Confidence: 0.90
Rule: {579, 572, 350} -> frozenset({803, 411}), Confidence: 0.90
Rule: {411, 572, 350} -> frozenset({579, 803}), Confidence: 0.89
Rule: {579, 803, 411, 572} -> frozenset({350}), Confidence: 0.95
Rule: {579, 803, 411, 350} -> frozenset({572}), Confidence: 0.94
Rule: {579, 803, 572, 350} -> frozenset({411}), Confidence: 0.95
Rule: {350, 803, 411, 572} -> frozenset({579}), Confidence: 0.94
Rule: {350, 579, 411, 572} -> frozenset({803}), Confidence: 0.95
Rule: {192, 935} -> frozenset({888, 638, 487}), Confidence: 0.64
Rule: {192, 487} -> frozenset({888, 638, 935}), Confidence: 0.96
Rule: {192, 888} -> frozenset({487, 638, 935}), Confidence: 0.93
Rule: {192, 638} -> frozenset({888, 487, 935}), Confidence: 0.94
Rule: {487, 935} -> frozenset({192, 888, 638}), Confidence: 0.95
Rule: {888, 935} -> frozenset({192, 638, 487}), Confidence: 0.93
Rule: {638, 935} -> frozenset({192, 888, 487}), Confidence: 0.96
Rule: {888, 487} -> frozenset({192, 638, 935}), Confidence: 0.89
Rule: {638, 487} -> frozenset({192, 888, 935}), Confidence: 0.95
Rule: {888, 638} -> frozenset({192, 487, 935}), Confidence: 0.94
Rule: {192, 487, 935} -> frozenset({888, 638}), Confidence: 0.99
Rule: {192, 888, 935} -> frozenset({638, 487}), Confidence: 0.98
Rule: {192, 638, 935} -> frozenset({888, 487}), Confidence: 0.98
Rule: {192, 888, 487} -> frozenset({638, 935}), Confidence: 1.00
Rule: {192, 638, 487} -> frozenset({888, 935}), Confidence: 1.00
Rule: {192, 888, 638} -> frozenset({487, 935}), Confidence: 1.00
Rule: {888, 487, 935} -> frozenset({192, 638}), Confidence: 1.00
Rule: {487, 638, 935} -> frozenset({192, 888}), Confidence: 1.00
Rule: {888, 638, 935} -> frozenset({192, 487}), Confidence: 1.00
Rule: {888, 638, 487} -> frozenset({192, 935}), Confidence: 1.00
Rule: {192, 487, 888, 935} -> frozenset({638}), Confidence: 1.00
Rule: {192, 487, 638, 935} -> frozenset({888}), Confidence: 1.00
Rule: {192, 888, 638, 935} -> frozenset({487}), Confidence: 1.00
Rule: {192, 888, 638, 487} -> frozenset({935}), Confidence: 1.00
Rule: {888, 487, 638, 935} -> frozenset({192}), Confidence: 1.00
Rule: {105, 494} -> frozenset({944, 862, 815}), Confidence: 0.75
Rule: {105, 815} -> frozenset({944, 862, 494}), Confidence: 0.76
Rule: {944, 105} -> frozenset({862, 494, 815}), Confidence: 0.75
Rule: {105, 862} -> frozenset({944, 494, 815}), Confidence: 0.76
Rule: {494, 815} -> frozenset({944, 105, 862}), Confidence: 0.75
Rule: {944, 494} -> frozenset({105, 862, 815}), Confidence: 0.71
Rule: {862, 494} -> frozenset({944, 105, 815}), Confidence: 0.65
Rule: {944, 815} -> frozenset({105, 494, 862}), Confidence: 0.75
Rule: {862, 815} -> frozenset({944, 105, 494}), Confidence: 0.76
Rule: {944, 862} -> frozenset({105, 494, 815}), Confidence: 0.71
Rule: {105, 494, 815} -> frozenset({944, 862}), Confidence: 0.85
Rule: {944, 105, 494} -> frozenset({862, 815}), Confidence: 0.84
Rule: {105, 494, 862} -> frozenset({944, 815}), Confidence: 0.85
Rule: {944, 105, 815} -> frozenset({862, 494}), Confidence: 0.83
Rule: {105, 862, 815} -> frozenset({944, 494}), Confidence: 0.85
Rule: {944, 105, 862} -> frozenset({494, 815}), Confidence: 0.84
Rule: {944, 494, 815} -> frozenset({105, 862}), Confidence: 0.84
Rule: {862, 494, 815} -> frozenset({944, 105}), Confidence: 0.86
Rule: {944, 862, 494} -> frozenset({105, 815}), Confidence: 0.85
Rule: {944, 862, 815} -> frozenset({105, 494}), Confidence: 0.85
Rule: {944, 105, 494, 815} -> frozenset({862}), Confidence: 0.91
Rule: {105, 862, 494, 815} -> frozenset({944}), Confidence: 0.93
Rule: {944, 105, 494, 862} -> frozenset({815}), Confidence: 0.92
Rule: {944, 105, 862, 815} -> frozenset({494}), Confidence: 0.92
Rule: {944, 862, 494, 815} -> frozenset({105}), Confidence: 0.93
